slot,scene,method,tier,role,retrieval_success,confirmation_failure,round,snapshot,candidates,viable,confirmed,vote_budget_possible_candidates,minimum_zero_cells,minimum_missing_cells,minimum_missing_tickets,fixed_source,fixed_missing_tickets,fixed_missing_cells,fixed_viable,task_mass
58,eval-hard-030,generic,hard,primary,False,True,1,slot-058-eval-hard-030-generic/attempt/data/rounds/round-01,35,5,0,5,77,106,185,705,185,108,True,157.40898111080426
58,eval-hard-030,generic,hard,primary,False,True,2,slot-058-eval-hard-030-generic/attempt/data/rounds/round-02,35,5,0,1,0,88,88,705,88,88,True,100.0658832632195
58,eval-hard-030,generic,hard,primary,False,True,3,slot-058-eval-hard-030-generic/attempt/data/rounds/round-03,35,5,0,0,0,4,4,705,11,11,True,63.556840812862184
59,eval-easy-034,generic,easy,primary,True,False,1,slot-059-eval-easy-034-generic/attempt/data/rounds/round-01,37,6,0,6,11,102,117,500,117,106,True,125.81633246407917
59,eval-easy-034,generic,easy,primary,True,False,2,slot-059-eval-easy-034-generic/attempt/data/rounds/round-02,37,6,0,6,0,13,13,500,13,13,True,77.02741678768554
59,eval-easy-034,generic,easy,primary,True,False,3,slot-059-eval-easy-034-generic/attempt/data/rounds/round-03,37,6,5,5,0,0,0,500,1,1,True,46.958141138736075
60,eval-easy-034,ours,easy,primary,True,False,1,slot-060-eval-easy-034-ours/attempt/data/rounds/round-01,37,6,0,6,19,102,125,500,125,106,True,129.75102586695283
60,eval-easy-034,ours,easy,primary,True,False,2,slot-060-eval-easy-034-ours/attempt/data/rounds/round-02,37,6,0,6,0,19,19,500,19,19,True,78.69797531747388
60,eval-easy-034,ours,easy,primary,True,False,3,slot-060-eval-easy-034-ours/attempt/data/rounds/round-03,37,6,6,6,0,0,0,500,0,0,True,47.732734887355974
61,eval-moderate-011,ours,moderate,primary,True,False,1,slot-061-eval-moderate-011-ours/attempt/data/rounds/round-01,32,7,0,7,14,101,116,582,116,102,True,116.57061784609074
61,eval-moderate-011,ours,moderate,primary,True,False,2,slot-061-eval-moderate-011-ours/attempt/data/rounds/round-02,32,7,0,7,0,14,14,582,14,14,True,70.7036537452987
61,eval-moderate-011,ours,moderate,primary,True,False,3,slot-061-eval-moderate-011-ours/attempt/data/rounds/round-03,32,7,7,7,0,0,0,582,0,0,True,42.88393375022962
62,eval-moderate-011,generic,moderate,primary,True,False,1,slot-062-eval-moderate-011-generic/attempt/data/rounds/round-01,33,7,0,7,9,101,110,582,110,101,True,122.20980180436653
62,eval-moderate-011,generic,moderate,primary,True,False,2,slot-062-eval-moderate-011-generic/attempt/data/rounds/round-02,33,7,0,7,0,10,10,582,11,11,True,74.60129414883501
62,eval-moderate-011,generic,moderate,primary,True,False,3,slot-062-eval-moderate-011-generic/attempt/data/rounds/round-03,33,7,7,7,0,0,0,582,0,0,True,45.39272143653213
63,eval-easy-026,generic,easy,primary,True,False,1,slot-063-eval-easy-026-generic/attempt/data/rounds/round-01,37,4,0,4,1,96,97,541,97,96,True,111.5208230194813
63,eval-easy-026,generic,easy,primary,True,False,2,slot-063-eval-easy-026-generic/attempt/data/rounds/round-02,37,4,0,4,0,1,1,541,1,1,True,67.87944957624303
63,eval-easy-026,generic,easy,primary,True,False,3,slot-063-eval-easy-026-generic/attempt/data/rounds/round-03,37,4,4,4,0,0,0,541,0,0,True,41.17096733240912
64,eval-easy-026,ours,easy,primary,True,False,1,slot-064-eval-easy-026-ours/attempt/data/rounds/round-01,36,6,0,6,1,101,103,541,103,101,True,111.94694565833183
64,eval-easy-026,ours,easy,primary,True,False,2,slot-064-eval-easy-026-ours/attempt/data/rounds/round-02,36,6,0,6,0,1,1,541,2,2,True,67.89925480296235
64,eval-easy-026,ours,easy,primary,True,False,3,slot-064-eval-easy-026-ours/attempt/data/rounds/round-03,36,6,6,6,0,0,0,541,0,0,True,41.18297980963694
65,eval-easy-019,generic,easy,primary,True,False,1,slot-065-eval-easy-019-generic/attempt/data/rounds/round-01,33,5,0,5,0,107,107,625,107,107,True,102.89715083172241
65,eval-easy-019,generic,easy,primary,True,False,2,slot-065-eval-easy-019-generic/attempt/data/rounds/round-02,33,5,0,5,0,1,1,625,1,1,True,62.88757921359733
65,eval-easy-019,generic,easy,primary,True,False,3,slot-065-eval-easy-019-generic/attempt/data/rounds/round-03,33,5,5,5,0,0,0,625,0,0,True,38.143244908153676
66,eval-easy-019,ours,easy,primary,True,False,1,slot-066-eval-easy-019-ours/attempt/data/rounds/round-01,34,5,0,5,0,105,105,706,105,105,True,102.50368149143505
66,eval-easy-019,ours,easy,primary,True,False,2,slot-066-eval-easy-019-ours/attempt/data/rounds/round-02,34,5,3,5,0,0,0,706,0,0,True,63.84218408776209
67,eval-easy-013,ours,easy,primary,True,False,1,slot-067-eval-easy-013-ours/attempt/data/rounds/round-01,34,5,0,5,3,105,108,705,108,105,True,110.37306829718236
67,eval-easy-013,ours,easy,primary,True,False,2,slot-067-eval-easy-013-ours/attempt/data/rounds/round-02,34,5,0,5,0,3,3,705,4,4,True,67.18330114733877
67,eval-easy-013,ours,easy,primary,True,False,3,slot-067-eval-easy-013-ours/attempt/data/rounds/round-03,34,5,5,5,0,0,0,705,0,0,True,40.7487319665679
68,eval-easy-013,generic,easy,primary,True,False,1,slot-068-eval-easy-013-generic/attempt/data/rounds/round-01,33,3,0,3,0,106,106,584,106,106,True,93.79919093603291
68,eval-easy-013,generic,easy,primary,True,False,2,slot-068-eval-easy-013-generic/attempt/data/rounds/round-02,33,3,0,3,0,1,1,584,2,2,True,57.369387596025696
68,eval-easy-013,generic,easy,primary,True,False,3,slot-068-eval-easy-013-generic/attempt/data/rounds/round-03,33,3,3,3,0,0,0,584,0,0,True,34.941041786950244
69,eval-hard-004,generic,hard,primary,False,True,1,slot-069-eval-hard-004-generic/attempt/data/rounds/round-01,33,5,0,5,81,99,181,624,181,99,True,164.19591979137897
69,eval-hard-004,generic,hard,primary,False,True,2,slot-069-eval-hard-004-generic/attempt/data/rounds/round-02,33,5,0,0,73,88,161,624,168,89,True,151.46967551801282
69,eval-hard-004,generic,hard,primary,False,True,3,slot-069-eval-hard-004-generic/attempt/data/rounds/round-03,33,5,0,0,71,79,150,624,162,85,True,142.1668719813513
70,eval-hard-004,ours,hard,primary,True,False,1,slot-070-eval-hard-004-ours/attempt/data/rounds/round-01,34,6,0,6,88,99,187,624,187,99,True,169.1632664928158
70,eval-hard-004,ours,hard,primary,True,False,2,slot-070-eval-hard-004-ours/attempt/data/rounds/round-02,34,6,0,5,0,88,88,624,88,88,True,103.62829752414751
70,eval-hard-004,ours,hard,primary,True,False,3,slot-070-eval-hard-004-ours/attempt/data/rounds/round-03,34,6,4,4,0,0,0,624,0,0,True,63.808344536383025
71,eval-hard-004,no_occlusion,hard,secondary_ablation,False,True,1,slot-071-eval-hard-004-no_occlusion/attempt/data/rounds/round-01,33,5,0,5,88,99,187,624,187,99,True,165.55673583310318
71,eval-hard-004,no_occlusion,hard,secondary_ablation,False,True,2,slot-071-eval-hard-004-no_occlusion/attempt/data/rounds/round-02,33,5,0,0,77,88,165,624,165,88,True,151.57909851392378
71,eval-hard-004,no_occlusion,hard,secondary_ablation,False,True,3,slot-071-eval-hard-004-no_occlusion/attempt/data/rounds/round-03,33,5,0,0,77,82,159,624,159,82,True,143.17499718556982
72,eval-hard-004,no_cost,hard,secondary_ablation,True,False,1,slot-072-eval-hard-004-no_cost/attempt/data/rounds/round-01,34,6,0,6,87,99,186,624,186,99,True,168.37632781224107
72,eval-hard-004,no_cost,hard,secondary_ablation,True,False,2,slot-072-eval-hard-004-no_cost/attempt/data/rounds/round-02,34,6,0,5,0,87,87,624,87,87,True,102.75752574677779
72,eval-hard-004,no_cost,hard,secondary_ablation,True,False,3,slot-072-eval-hard-004-no_cost/attempt/data/rounds/round-03,34,6,4,4,0,0,0,624,0,0,True,66.05010744077192
73,eval-easy-016,ours,easy,primary,True,False,1,slot-073-eval-easy-016-ours/attempt/data/rounds/round-01,34,4,0,4,0,106,106,666,106,106,True,105.11021215114768
73,eval-easy-016,ours,easy,primary,True,False,2,slot-073-eval-easy-016-ours/attempt/data/rounds/round-02,34,4,3,4,0,0,0,666,0,0,True,63.75256631857046
74,eval-easy-016,generic,easy,primary,False,True,1,slot-074-eval-easy-016-generic/attempt/data/rounds/round-01,34,4,0,4,0,106,106,666,106,106,True,104.32327347057294
74,eval-easy-016,generic,easy,primary,False,True,2,slot-074-eval-easy-016-generic/attempt/data/rounds/round-02,34,4,0,4,0,5,5,666,5,5,True,65.1844736298176
74,eval-easy-016,generic,easy,primary,False,True,3,slot-074-eval-easy-016-generic/attempt/data/rounds/round-03,34,4,0,0,0,2,2,666,2,2,True,40.01368423079641
75,eval-moderate-002,generic,moderate,primary,False,False,1,slot-075-eval-moderate-002-generic/attempt/data/rounds/round-01,37,1,0,1,103,108,211,581,211,108,True,106.03265329856316
75,eval-moderate-002,generic,moderate,primary,False,False,2,slot-075-eval-moderate-002-generic/attempt/data/rounds/round-02,37,1,0,1,0,103,103,581,103,103,True,64.31205515625845
75,eval-moderate-002,generic,moderate,primary,False,False,3,slot-075-eval-moderate-002-generic/attempt/data/rounds/round-03,37,1,1,1,0,0,0,581,0,0,True,39.00723324140071
76,eval-moderate-002,ours,moderate,primary,True,False,1,slot-076-eval-moderate-002-ours/attempt/data/rounds/round-01,37,6,0,6,33,102,135,581,135,102,True,129.2269433324128
76,eval-moderate-002,ours,moderate,primary,True,False,2,slot-076-eval-moderate-002-ours/attempt/data/rounds/round-02,37,6,0,6,0,33,33,581,33,33,True,78.38010319205543
76,eval-moderate-002,ours,moderate,primary,True,False,3,slot-076-eval-moderate-002-ours/attempt/data/rounds/round-03,37,6,6,6,0,0,0,581,0,0,True,47.53993569742167
78,eval-moderate-002,fixed,moderate,secondary_baseline,False,True,1,slot-078-eval-moderate-002-fixed/attempt/data/rounds/round-01,37,6,0,6,18,104,122,582,122,104,True,123.9640871863781
78,eval-moderate-002,fixed,moderate,secondary_baseline,False,True,2,slot-078-eval-moderate-002-fixed/attempt/data/rounds/round-02,37,6,0,5,0,18,18,582,18,18,True,77.54883562355253
78,eval-moderate-002,fixed,moderate,secondary_baseline,False,True,3,slot-078-eval-moderate-002-fixed/attempt/data/rounds/round-03,37,6,0,0,0,18,18,582,18,18,True,63.94240320738935
79,eval-easy-037,ours,easy,primary,True,False,1,slot-079-eval-easy-037-ours/attempt/data/rounds/round-01,33,4,0,4,0,106,106,625,106,106,True,95.22531357488344
79,eval-easy-037,ours,easy,primary,True,False,2,slot-079-eval-easy-037-ours/attempt/data/rounds/round-02,33,4,2,4,0,0,0,625,1,1,True,57.995723482457635
80,eval-easy-037,generic,easy,primary,True,False,1,slot-080-eval-easy-037-generic/attempt/data/rounds/round-01,33,3,0,3,0,106,106,584,106,106,True,92.79919093603291
80,eval-easy-037,generic,easy,primary,True,False,2,slot-080-eval-easy-037-generic/attempt/data/rounds/round-02,33,3,3,3,0,0,0,584,0,0,True,56.28555449923067
81,eval-moderate-015,ours,moderate,primary,False,False,1,slot-081-eval-moderate-015-ours/attempt/data/rounds/round-01,33,5,0,5,4,99,103,624,103,99,True,119.52082301948131
81,eval-moderate-015,ours,moderate,primary,False,False,2,slot-081-eval-moderate-015-ours/attempt/data/rounds/round-02,33,5,0,5,0,4,4,624,4,4,True,72.4930436354029
81,eval-moderate-015,ours,moderate,primary,False,False,3,slot-081-eval-moderate-015-ours/attempt/data/rounds/round-03,33,5,5,5,0,0,0,624,0,0,True,44.114002861780655
82,eval-moderate-015,generic,moderate,primary,False,True,1,slot-082-eval-moderate-015-generic/attempt/data/rounds/round-01,34,5,0,5,0,99,99,624,99,99,True,111.37306829718237
82,eval-moderate-015,generic,moderate,primary,False,True,2,slot-082-eval-moderate-015-generic/attempt/data/rounds/round-02,34,5,0,1,0,77,81,624,89,89,True,95.60249513588803
82,eval-moderate-015,generic,moderate,primary,False,True,3,slot-082-eval-moderate-015-generic/attempt/data/rounds/round-03,34,5,0,0,0,61,63,624,84,84,True,84.64603018385635
83,eval-easy-027,generic,easy,primary,False,True,1,slot-083-eval-easy-027-generic/attempt/data/rounds/round-01,32,1,0,1,0,107,107,705,107,107,True,64.89878058925179
83,eval-easy-027,generic,easy,primary,False,True,2,slot-083-eval-easy-027-generic/attempt/data/rounds/round-02,32,1,0,1,0,1,1,705,1,1,True,39.60175142388552
83,eval-easy-027,generic,easy,primary,False,True,3,slot-083-eval-easy-027-generic/attempt/data/rounds/round-03,32,1,0,0,0,1,1,705,1,1,True,24.258327635446193
84,eval-easy-027,ours,easy,primary,True,False,1,slot-084-eval-easy-027-ours/attempt/data/rounds/round-01,33,3,0,3,0,106,106,584,106,106,True,92.79919093603291
84,eval-easy-027,ours,easy,primary,True,False,2,slot-084-eval-easy-027-ours/attempt/data/rounds/round-02,33,3,2,3,0,0,0,584,0,0,True,56.52420571777186
85,eval-easy-003,generic,easy,primary,True,False,1,slot-085-eval-easy-003-generic/attempt/data/rounds/round-01,34,5,0,5,0,105,105,705,105,105,True,108.40572159574555
85,eval-easy-003,generic,easy,primary,True,False,2,slot-085-eval-easy-003-generic/attempt/data/rounds/round-02,34,5,0,5,0,1,1,705,2,2,True,66.46734749171519
85,eval-easy-003,generic,easy,primary,True,False,3,slot-085-eval-easy-003-generic/attempt/data/rounds/round-03,34,5,4,4,0,0,0,705,0,0,True,40.55313534204006
86,eval-easy-003,ours,easy,primary,True,False,1,slot-086-eval-easy-003-ours/attempt/data/rounds/round-01,34,5,0,5,1,105,106,584,106,105,True,109.79919093603291
86,eval-easy-003,ours,easy,primary,True,False,2,slot-086-eval-easy-003-ours/attempt/data/rounds/round-02,34,5,0,5,0,1,1,584,1,1,True,66.83522693288663
86,eval-easy-003,ours,easy,primary,True,False,3,slot-086-eval-easy-003-ours/attempt/data/rounds/round-03,34,5,5,5,0,0,0,584,0,0,True,40.5376142836473
87,eval-moderate-010,generic,moderate,primary,True,False,1,slot-087-eval-moderate-010-generic/attempt/data/rounds/round-01,33,5,0,5,0,106,106,665,106,106,True,108.11021215114766
87,eval-moderate-010,generic,moderate,primary,True,False,2,slot-087-eval-moderate-010-generic/attempt/data/rounds/round-02,33,5,0,5,0,2,2,665,3,3,True,67.00406560895551
87,eval-moderate-010,generic,moderate,primary,True,False,3,slot-087-eval-moderate-010-generic/attempt/data/rounds/round-03,33,5,3,3,0,0,0,665,0,0,True,41.457668459861594
88,eval-moderate-010,ours,moderate,primary,True,False,1,slot-088-eval-moderate-010-ours/attempt/data/rounds/round-01,34,5,0,5,0,106,106,665,106,106,True,107.68408951229713
88,eval-moderate-010,ours,moderate,primary,True,False,2,slot-088-eval-moderate-010-ours/attempt/data/rounds/round-02,34,5,2,5,0,0,0,665,0,0,True,65.55235307098906
89,eval-easy-029,generic,easy,primary,True,False,1,slot-089-eval-easy-029-generic/attempt/data/rounds/round-01,34,5,0,5,0,99,99,624,99,99,True,114.22531357488346
89,eval-easy-029,generic,easy,primary,True,False,2,slot-089-eval-easy-029-generic/attempt/data/rounds/round-02,34,5,1,5,0,0,0,624,0,0,True,69.28115479845648
90,eval-easy-029,ours,easy,primary,True,False,1,slot-090-eval-easy-029-ours/attempt/data/rounds/round-01,37,5,0,5,0,103,107,543,107,107,True,109.83184423459609
90,eval-easy-029,ours,easy,primary,True,False,2,slot-090-eval-easy-029-ours/attempt/data/rounds/round-02,37,5,2,5,0,0,0,543,0,0,True,66.85503215960595
91,eval-hard-010,generic,hard,primary,False,True,1,slot-091-eval-hard-010-generic/attempt/data/rounds/round-01,32,5,0,5,87,102,195,705,195,108,True,160.5567358331032
91,eval-hard-010,generic,hard,primary,False,True,2,slot-091-eval-hard-010-generic/attempt/data/rounds/round-02,32,5,0,4,0,95,97,705,99,99,True,101.03333620922811
91,eval-hard-010,generic,hard,primary,False,True,3,slot-091-eval-hard-010-generic/attempt/data/rounds/round-03,32,5,0,0,0,2,2,705,13,13,True,64.77575124527428
92,eval-hard-010,ours,hard,primary,True,False,1,slot-092-eval-hard-010-ours/attempt/data/rounds/round-01,32,4,0,4,65,107,173,705,173,108,True,147.08081836764325
92,eval-hard-010,ours,hard,primary,True,False,2,slot-092-eval-hard-010-ours/attempt/data/rounds/round-02,32,4,0,4,0,68,68,705,68,68,True,89.92497945122423
92,eval-hard-010,ours,hard,primary,True,False,3,slot-092-eval-hard-010-ours/attempt/data/rounds/round-03,32,4,3,3,0,0,0,705,0,0,True,54.78090832973724
93,eval-easy-023,generic,easy,primary,True,False,1,slot-093-eval-easy-023-generic/attempt/data/rounds/round-01,37,6,0,6,3,102,105,500,105,102,True,120.3404149986192
93,eval-easy-023,generic,easy,primary,True,False,2,slot-093-eval-easy-023-generic/attempt/data/rounds/round-02,37,6,0,6,0,4,4,500,4,4,True,73.70610495482818
93,eval-easy-023,generic,easy,primary,True,False,3,slot-093-eval-easy-023-generic/attempt/data/rounds/round-03,37,6,6,6,0,0,0,500,0,0,True,45.13926030616956
94,eval-easy-023,ours,easy,primary,True,False,1,slot-094-eval-easy-023-ours/attempt/data/rounds/round-01,38,7,0,7,6,101,108,541,108,102,True,123.66857774178024
94,eval-easy-023,ours,easy,primary,True,False,2,slot-094-eval-easy-023-ours/attempt/data/rounds/round-02,38,7,0,7,0,6,6,541,6,6,True,75.00878404344508
94,eval-easy-023,ours,easy,primary,True,False,3,slot-094-eval-easy-023-ours/attempt/data/rounds/round-03,38,7,7,7,0,0,0,541,0,0,True,45.49512727011319
95,eval-easy-002,generic,easy,primary,False,True,1,slot-095-eval-easy-002-generic/attempt/data/rounds/round-01,36,4,0,4,0,106,106,665,106,106,True,104.32327347057294
95,eval-easy-002,generic,easy,primary,False,True,2,slot-095-eval-easy-002-generic/attempt/data/rounds/round-02,36,4,0,4,0,4,4,665,6,6,True,64.46851997419404
95,eval-easy-002,generic,easy,primary,False,True,3,slot-095-eval-easy-002-generic/attempt/data/rounds/round-03,36,4,0,0,0,3,3,665,4,4,True,39.96283688729157
96,eval-easy-002,ours,easy,primary,True,False,1,slot-096-eval-easy-002-ours/attempt/data/rounds/round-01,36,6,0,6,0,105,105,664,105,105,True,110.11021215114766
96,eval-easy-002,ours,easy,primary,True,False,2,slot-096-eval-easy-002-ours/attempt/data/rounds/round-02,36,6,5,6,0,0,0,664,0,0,True,66.78521961713363
97,eval-easy-002,fixed,easy,secondary_baseline,True,False,1,slot-097-eval-easy-002-fixed/attempt/data/rounds/round-01,36,6,0,6,0,106,106,666,106,106,True,109.71674281086032
97,eval-easy-002,fixed,easy,secondary_baseline,True,False,2,slot-097-eval-easy-002-fixed/attempt/data/rounds/round-02,36,6,5,6,0,0,0,666,0,0,True,66.54656839859243
99,eval-moderate-028,ours,moderate,primary,True,False,1,slot-099-eval-moderate-028-ours/attempt/data/rounds/round-01,35,4,0,4,13,99,112,583,112,99,True,118.17714850580336
99,eval-moderate-028,ours,moderate,primary,True,False,2,slot-099-eval-moderate-028-ours/attempt/data/rounds/round-02,35,4,0,4,0,13,13,583,13,13,True,71.67806384618277
99,eval-moderate-028,ours,moderate,primary,True,False,3,slot-099-eval-moderate-028-ours/attempt/data/rounds/round-03,35,4,4,4,0,0,0,583,0,0,True,43.47494335154949
100,eval-moderate-028,generic,moderate,primary,True,False,1,slot-100-eval-moderate-028-generic/attempt/data/rounds/round-01,36,4,0,4,5,99,104,583,104,99,True,114.24245510292971
100,eval-moderate-028,generic,moderate,primary,True,False,2,slot-100-eval-moderate-028-generic/attempt/data/rounds/round-02,36,4,0,4,0,5,5,583,5,5,True,69.29155166077085
100,eval-moderate-028,generic,moderate,primary,True,False,3,slot-100-eval-moderate-028-generic/attempt/data/rounds/round-03,36,4,4,4,0,0,0,583,0,0,True,42.02745054131937
101,eval-hard-028,generic,hard,primary,False,True,1,slot-101-eval-hard-028-generic/attempt/data/rounds/round-01,33,4,0,4,76,104,183,664,183,107,True,150.0155117705169
101,eval-hard-028,generic,hard,primary,False,True,2,slot-101-eval-hard-028-generic/attempt/data/rounds/round-02,33,4,0,0,51,103,155,664,161,103,True,127.81356252083435
101,eval-hard-028,generic,hard,primary,False,True,3,slot-101-eval-hard-028-generic/attempt/data/rounds/round-03,33,4,0,0,1,89,93,664,93,92,True,98.33580280870143
102,eval-hard-028,ours,hard,primary,True,False,1,slot-102-eval-hard-028-ours/attempt/data/rounds/round-01,34,4,0,4,77,101,183,664,183,106,True,148.8024504510916
102,eval-hard-028,ours,hard,primary,True,False,2,slot-102-eval-hard-028-ours/attempt/data/rounds/round-02,34,4,0,3,0,77,77,664,77,77,True,91.04018711953178
102,eval-hard-028,ours,hard,primary,True,False,3,slot-102-eval-hard-028-ours/attempt/data/rounds/round-03,34,4,3,3,0,0,0,664,0,0,True,56.88922328375955
103,eval-moderate-013,ours,moderate,primary,True,False,1,slot-103-eval-moderate-013-ours/attempt/data/rounds/round-01,34,4,0,4,0,108,108,625,108,108,True,101.40572159574555
103,eval-moderate-013,ours,moderate,primary,True,False,2,slot-103-eval-moderate-013-ours/attempt/data/rounds/round-02,34,4,2,4,0,0,0,625,0,0,True,61.50567921810318
104,eval-moderate-013,generic,moderate,primary,True,False,1,slot-104-eval-moderate-013-generic/attempt/data/rounds/round-01,35,5,0,5,2,108,110,626,110,108,True,112.01225225545816
104,eval-moderate-013,generic,moderate,primary,True,False,2,slot-104-eval-moderate-013-generic/attempt/data/rounds/round-02,35,5,0,5,0,3,3,626,3,3,True,68.41616769348335
104,eval-moderate-013,generic,moderate,primary,True,False,3,slot-104-eval-moderate-013-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,626,0,0,True,41.64125260716162
105,eval-hard-017,ours,hard,primary,True,False,1,slot-105-eval-hard-017-ours/attempt/data/rounds/round-01,35,5,0,5,72,101,178,623,178,106,True,153.04816506908006
105,eval-hard-017,ours,hard,primary,True,False,2,slot-105-eval-hard-017-ours/attempt/data/rounds/round-02,35,5,0,4,0,77,77,623,77,77,True,96.46630975838232
105,eval-hard-017,ours,hard,primary,True,False,3,slot-105-eval-hard-017-ours/attempt/data/rounds/round-03,35,5,4,4,0,0,0,623,0,0,True,58.50977449779488
106,eval-hard-017,generic,hard,primary,False,True,1,slot-106-eval-hard-017-generic/attempt/data/rounds/round-01,34,5,0,5,76,101,178,583,178,102,True,144.98285847195373
106,eval-hard-017,generic,hard,primary,False,True,2,slot-106-eval-hard-017-generic/attempt/data/rounds/round-02,34,5,0,0,1,87,89,583,89,87,True,95.76064672050134
106,eval-hard-017,generic,hard,primary,False,True,3,slot-106-eval-hard-017-generic/attempt/data/rounds/round-03,34,5,0,0,0,12,12,583,13,13,True,64.7254581335159
107,eval-easy-031,generic,easy,primary,True,False,1,slot-107-eval-easy-031-generic/attempt/data/rounds/round-01,33,6,0,6,2,102,107,542,107,104,True,113.12735367919393
107,eval-easy-031,generic,easy,primary,True,False,2,slot-107-eval-easy-031-generic/attempt/data/rounds/round-02,33,6,0,6,0,5,5,542,6,6,True,69.56981333275068
107,eval-easy-031,generic,easy,primary,True,False,3,slot-107-eval-easy-031-generic/attempt/data/rounds/round-03,33,6,5,5,0,0,0,542,0,0,True,42.86912383840826
108,eval-easy-031,ours,easy,primary,True,False,1,slot-108-eval-easy-031-ours/attempt/data/rounds/round-01,32,7,0,7,1,101,104,501,104,102,True,112.55347631804449
108,eval-easy-031,ours,easy,primary,True,False,2,slot-108-eval-easy-031-ours/attempt/data/rounds/round-02,32,7,0,7,0,1,1,501,2,2,True,68.26713424413379
108,eval-easy-031,ours,easy,primary,True,False,3,slot-108-eval-easy-031-ours/attempt/data/rounds/round-03,32,7,7,7,0,0,0,501,0,0,True,41.40610996978537
109,eval-moderate-001,ours,moderate,primary,True,False,1,slot-109-eval-moderate-001-ours/attempt/data/rounds/round-01,36,5,0,5,5,96,103,584,103,96,True,109.91429235976868
109,eval-moderate-001,ours,moderate,primary,True,False,2,slot-109-eval-moderate-001-ours/attempt/data/rounds/round-02,36,5,0,5,0,6,6,584,7,7,True,66.90503947535896
109,eval-moderate-001,ours,moderate,primary,True,False,3,slot-109-eval-moderate-001-ours/attempt/data/rounds/round-03,36,5,5,5,0,0,0,584,0,0,True,40.579957731089245
110,eval-moderate-001,generic,moderate,primary,True,False,1,slot-110-eval-moderate-001-generic/attempt/data/rounds/round-01,35,5,0,5,12,102,114,624,114,102,True,116.45551642235499
110,eval-moderate-001,generic,moderate,primary,True,False,2,slot-110-eval-moderate-001-generic/attempt/data/rounds/round-02,35,5,0,5,0,13,13,624,13,13,True,70.87249242136757
110,eval-moderate-001,generic,moderate,primary,True,False,3,slot-110-eval-moderate-001-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,624,0,0,True,43.42058742687973
112,eval-moderate-001,fixed,moderate,secondary_baseline,False,False,1,slot-112-eval-moderate-001-fixed/attempt/data/rounds/round-01,35,5,0,5,8,102,110,624,110,102,True,114.48816972091815
113,eval-moderate-009,generic,moderate,primary,True,False,1,slot-113-eval-moderate-009-generic/attempt/data/rounds/round-01,35,5,0,5,0,105,105,584,105,105,True,105.47102819287188
113,eval-moderate-009,generic,moderate,primary,True,False,2,slot-113-eval-moderate-009-generic/attempt/data/rounds/round-02,35,5,0,5,0,2,2,584,2,2,True,64.6873659660159
113,eval-moderate-009,generic,moderate,primary,True,False,3,slot-113-eval-moderate-009-generic/attempt/data/rounds/round-03,35,5,5,5,0,0,0,584,0,0,True,39.81386787853223
114,eval-moderate-009,ours,moderate,primary,True,False,1,slot-114-eval-moderate-009-ours/attempt/data/rounds/round-01,35,5,0,5,0,106,106,585,106,106,True,103.89715083172241
114,eval-moderate-009,ours,moderate,primary,True,False,2,slot-114-eval-moderate-009-ours/attempt/data/rounds/round-02,35,5,4,5,0,0,0,585,0,0,True,63.01680743622757
115,eval-hard-026,generic,hard,primary,True,False,1,slot-115-eval-hard-026-generic/attempt/data/rounds/round-01,36,5,0,5,79,99,178,582,178,99,True,155.95020517339057
115,eval-hard-026,generic,hard,primary,True,False,2,slot-115-eval-hard-026-generic/attempt/data/rounds/round-02,36,5,0,2,0,82,83,582,83,82,True,98.77477351939582
115,eval-hard-026,generic,hard,primary,True,False,3,slot-115-eval-hard-026-generic/attempt/data/rounds/round-03,36,5,1,1,0,0,0,582,4,3,True,63.22534946157407
116,eval-hard-026,ours,hard,primary,True,False,1,slot-116-eval-hard-026-ours/attempt/data/rounds/round-01,36,5,0,5,78,99,177,582,177,99,True,155.5567358331032
116,eval-hard-026,ours,hard,primary,True,False,2,slot-116-eval-hard-026-ours/attempt/data/rounds/round-02,36,5,0,5,0,78,78,582,78,78,True,94.34992960759593
116,eval-hard-026,ours,hard,primary,True,False,3,slot-116-eval-hard-026-ours/attempt/data/rounds/round-03,36,5,5,5,0,0,0,582,0,0,True,57.22612504873568
117,eval-easy-035,ours,easy,primary,True,False,1,slot-117-eval-easy-035-ours/attempt/data/rounds/round-01,35,5,0,5,0,102,102,583,102,102,True,105.76653763746975
117,eval-easy-035,ours,easy,primary,True,False,2,slot-117-eval-easy-035-ours/attempt/data/rounds/round-02,35,5,4,5,0,0,0,583,0,0,True,64.1506478487756
118,eval-easy-035,generic,easy,primary,True,False,1,slot-118-eval-easy-035-generic/attempt/data/rounds/round-01,36,6,0,6,0,103,103,623,103,103,True,112.61878291517081
118,eval-easy-035,generic,easy,primary,True,False,2,slot-118-eval-easy-035-generic/attempt/data/rounds/round-02,36,6,0,6,0,3,3,623,4,4,True,69.73865200881956
118,eval-easy-035,generic,easy,primary,True,False,3,slot-118-eval-easy-035-generic/attempt/data/rounds/round-03,36,6,6,6,0,0,0,623,0,0,True,42.298630610379085
121,eval-hard-020,ours,hard,primary,False,True,1,slot-121-eval-hard-020-ours/attempt/data/rounds/round-01,29,6,0,6,98,99,198,587,198,99,True,145.34969355257226
