slot,scene,method,tier,role,retrieval_success,confirmation_failure,round,fixed_round1_anchor,eventual_selected_anchor,source_id,candidate_id,evaluation_index,relevance,viable,blocked,clipped,cells,zero_cells,one_vote_cells,missing_cells,missing_tickets,confirmed,within_remaining_vote_budget
13,eval-hard-007,ours,hard,primary,False,False,3,False,False,821,candidate-000119,119,0.7085671648980485,False,True,False,108,7,33,40,47,False,False
13,eval-hard-007,ours,hard,primary,False,False,3,False,False,858,candidate-000132,132,1.0,False,True,False,106,29,30,59,88,False,False
13,eval-hard-007,ours,hard,primary,False,False,3,False,False,857,candidate-000137,137,1.0,False,True,False,108,31,28,59,90,False,False
13,eval-hard-007,ours,hard,primary,False,False,3,False,False,817,candidate-000139,139,1.0,False,True,False,103,14,36,50,64,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,True,False,624,candidate-000000,0,1.0,True,False,False,99,77,22,99,176,False,True
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,584,candidate-000001,1,1.0,False,True,False,106,90,16,106,196,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,544,candidate-000006,6,1.0,True,False,False,108,96,12,108,204,False,True
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,543,candidate-000008,8,1.0,True,False,False,107,96,11,107,203,False,True
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,664,candidate-000012,12,1.0,True,False,False,109,81,28,109,190,False,True
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,542,candidate-000014,14,1.0,False,True,False,103,90,13,103,193,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,663,candidate-000017,17,1.0,False,True,False,107,74,33,107,181,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,743,candidate-000027,27,1.0,False,True,False,108,64,44,108,172,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,783,candidate-000028,28,1.0,False,True,False,106,57,49,106,163,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,581,candidate-000039,39,1.0,True,False,False,108,96,12,108,204,False,True
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,702,candidate-000040,40,1.0,False,True,False,105,68,37,105,173,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,742,candidate-000042,42,1.0,False,True,False,106,67,39,106,173,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,820,candidate-000043,43,1.0,False,True,False,99,63,36,99,162,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,662,candidate-000044,44,1.0,False,True,False,104,69,35,104,173,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,780,candidate-000049,49,1.0,False,True,False,107,69,38,107,176,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,779,candidate-000058,58,1.0,False,True,False,106,70,36,106,176,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,701,candidate-000065,65,1.0,False,True,False,103,67,36,103,170,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,661,candidate-000069,69,1.0,False,True,False,108,81,27,108,189,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,741,candidate-000071,71,1.0,False,True,False,103,66,37,103,169,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,823,candidate-000074,74,0.7085671288121196,False,True,False,108,62,46,108,170,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,739,candidate-000075,75,1.0,False,True,False,107,80,27,107,187,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,860,candidate-000077,77,1.0,False,True,False,108,70,38,108,178,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,621,candidate-000079,79,1.0,False,True,False,104,85,19,104,189,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,822,candidate-000084,84,0.7085671274255976,False,True,False,107,64,43,107,171,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,859,candidate-000086,86,1.0,False,True,False,108,74,34,108,182,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,738,candidate-000087,87,1.0,False,True,False,108,84,24,108,192,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,862,candidate-000090,90,0.7085671264097586,False,True,False,106,67,39,106,173,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,740,candidate-000103,103,1.0,False,True,False,108,69,39,108,177,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,778,candidate-000107,107,1.0,False,True,False,107,80,27,107,187,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,861,candidate-000110,110,0.708567125464703,False,True,False,106,69,37,106,175,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,777,candidate-000114,114,1.0,False,True,False,108,80,28,108,188,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,821,candidate-000115,115,0.7085671254789911,False,True,False,108,68,40,108,176,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,858,candidate-000132,132,1.0,False,True,False,106,79,27,106,185,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,857,candidate-000137,137,1.0,False,True,False,108,79,29,108,187,False,False
14,eval-hard-007,generic,hard,primary,False,True,1,False,False,817,candidate-000139,139,1.0,False,True,False,103,79,24,103,182,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,True,False,624,candidate-000000,0,1.0,True,False,False,99,65,18,83,148,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,584,candidate-000001,1,1.0,False,True,False,106,75,20,95,170,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,544,candidate-000006,6,1.0,True,False,False,108,90,9,99,189,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,543,candidate-000008,8,1.0,True,False,False,107,90,8,98,188,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,664,candidate-000012,12,1.0,True,False,False,109,64,21,85,149,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,542,candidate-000014,14,1.0,False,True,False,103,83,12,95,178,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,663,candidate-000017,17,1.0,False,True,False,107,61,18,79,140,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,743,candidate-000027,27,1.0,False,True,False,108,41,32,73,114,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,783,candidate-000028,28,1.0,False,True,False,106,30,35,65,95,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,581,candidate-000039,39,1.0,True,False,False,108,90,9,99,189,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,702,candidate-000040,40,1.0,False,True,False,105,49,27,76,125,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,742,candidate-000042,42,1.0,False,True,False,106,41,34,75,116,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,820,candidate-000043,43,1.0,False,True,False,99,22,49,71,93,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,662,candidate-000044,44,1.0,False,True,False,104,61,15,76,137,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,780,candidate-000049,49,1.0,False,True,False,107,35,42,77,112,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,779,candidate-000058,58,1.0,False,True,False,106,40,39,79,119,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,701,candidate-000065,65,1.0,False,True,False,103,50,24,74,124,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,661,candidate-000069,69,1.0,False,True,False,108,73,16,89,162,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,741,candidate-000071,71,1.0,False,True,False,103,46,28,74,120,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,823,candidate-000074,74,0.7085671288121196,False,True,False,108,19,52,71,90,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,739,candidate-000075,75,1.0,False,True,False,107,48,39,87,135,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,860,candidate-000077,77,1.0,False,True,False,108,22,57,79,101,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,621,candidate-000079,79,1.0,False,True,False,104,78,15,93,171,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,822,candidate-000084,84,0.7085671274255976,False,True,False,107,19,54,73,92,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,859,candidate-000086,86,1.0,False,True,False,108,23,58,81,104,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,738,candidate-000087,87,1.0,False,True,False,108,51,40,91,142,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,862,candidate-000090,90,0.7085671264097586,False,True,False,106,20,56,76,96,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,740,candidate-000103,103,1.0,False,True,False,108,48,30,78,126,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,778,candidate-000107,107,1.0,False,True,False,107,51,36,87,138,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,861,candidate-000110,110,0.708567125464703,False,True,False,106,19,58,77,96,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,777,candidate-000114,114,1.0,False,True,False,108,52,35,87,139,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,821,candidate-000115,115,0.7085671254789911,False,True,False,108,19,57,76,95,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,858,candidate-000132,132,1.0,False,True,False,106,21,65,86,107,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,857,candidate-000137,137,1.0,False,True,False,108,24,62,86,110,False,False
14,eval-hard-007,generic,hard,primary,False,True,2,False,False,817,candidate-000139,139,1.0,False,True,False,103,40,46,86,126,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,True,False,624,candidate-000000,0,1.0,True,False,False,99,64,8,72,136,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,584,candidate-000001,1,1.0,False,True,False,106,74,8,82,156,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,544,candidate-000006,6,1.0,True,False,False,108,89,6,95,184,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,543,candidate-000008,8,1.0,True,False,False,107,89,5,94,183,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,664,candidate-000012,12,1.0,True,False,False,109,63,7,70,133,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,542,candidate-000014,14,1.0,False,True,False,103,82,7,89,171,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,663,candidate-000017,17,1.0,False,True,False,107,60,6,66,126,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,743,candidate-000027,27,1.0,False,True,False,108,40,10,50,90,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,783,candidate-000028,28,1.0,False,True,False,106,29,9,38,67,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,581,candidate-000039,39,1.0,True,False,False,108,89,6,95,184,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,702,candidate-000040,40,1.0,False,True,False,105,48,8,56,104,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,742,candidate-000042,42,1.0,False,True,False,106,40,8,48,88,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,820,candidate-000043,43,1.0,False,True,False,99,22,6,28,50,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,662,candidate-000044,44,1.0,False,True,False,104,60,7,67,127,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,780,candidate-000049,49,1.0,False,True,False,107,35,5,40,75,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,779,candidate-000058,58,1.0,False,True,False,106,40,5,45,85,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,701,candidate-000065,65,1.0,False,True,False,103,50,5,55,105,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,661,candidate-000069,69,1.0,False,True,False,108,72,9,81,153,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,741,candidate-000071,71,1.0,False,True,False,103,46,6,52,98,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,823,candidate-000074,74,0.7085671288121196,False,True,False,108,19,6,25,44,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,739,candidate-000075,75,1.0,False,True,False,107,48,4,52,100,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,860,candidate-000077,77,1.0,False,True,False,108,22,5,27,49,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,621,candidate-000079,79,1.0,False,True,False,104,77,9,86,163,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,822,candidate-000084,84,0.7085671274255976,False,True,False,107,19,6,25,44,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,859,candidate-000086,86,1.0,False,True,False,108,23,4,27,50,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,738,candidate-000087,87,1.0,False,True,False,108,51,4,55,106,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,862,candidate-000090,90,0.7085671264097586,False,True,False,106,19,7,26,45,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,740,candidate-000103,103,1.0,False,True,False,108,47,8,55,102,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,778,candidate-000107,107,1.0,False,True,False,107,51,4,55,106,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,861,candidate-000110,110,0.708567125464703,False,True,False,106,18,6,24,42,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,777,candidate-000114,114,1.0,False,True,False,108,52,4,56,108,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,821,candidate-000115,115,0.7085671254789911,False,True,False,108,18,6,24,42,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,858,candidate-000132,132,1.0,False,True,False,106,21,4,25,46,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,857,candidate-000137,137,1.0,False,True,False,108,24,4,28,52,False,False
14,eval-hard-007,generic,hard,primary,False,True,3,False,False,817,candidate-000139,139,1.0,False,True,False,103,40,4,44,84,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,True,582,candidate-000000,0,1.0,True,False,False,108,13,95,108,121,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,542,candidate-000002,2,1.0,True,False,False,106,10,96,106,116,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,541,candidate-000003,3,1.0,True,False,False,108,10,98,108,118,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,501,candidate-000008,8,1.0,False,True,False,107,10,97,107,117,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,621,candidate-000009,9,1.0,False,True,False,107,10,97,107,117,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,True,False,500,candidate-000011,11,1.0,True,False,False,102,9,93,102,111,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,702,candidate-000021,21,1.0,False,True,False,108,7,101,108,115,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,703,candidate-000027,27,0.9175902824657944,False,True,False,107,5,102,107,112,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,743,candidate-000028,28,0.7085671529307733,False,True,False,103,2,101,103,105,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,499,candidate-000033,33,1.0,True,False,False,107,21,86,107,128,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,662,candidate-000035,35,0.4153409514348372,False,True,False,107,7,100,107,114,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,783,candidate-000036,36,0.7085671570774528,False,True,False,106,5,101,106,111,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,620,candidate-000037,37,1.0,False,True,False,104,12,92,104,116,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,539,candidate-000041,41,1.0,False,True,False,107,23,84,107,130,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,820,candidate-000054,54,1.0,False,True,False,104,34,70,104,138,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,661,candidate-000057,57,0.5745518358030628,False,True,False,104,9,95,104,113,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,782,candidate-000061,61,0.7085671533237274,False,True,False,107,16,91,107,123,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,860,candidate-000064,64,1.0,False,True,False,104,43,61,104,147,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,780,candidate-000067,67,1.0,False,True,False,108,35,73,108,143,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,701,candidate-000070,70,1.0,False,True,False,106,11,95,106,117,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,822,candidate-000071,71,0.7085671529404722,False,True,False,108,19,89,108,127,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,779,candidate-000072,72,1.0,False,True,False,108,36,72,108,144,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,660,candidate-000075,75,1.0,False,True,False,107,16,91,107,123,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,619,candidate-000078,78,1.0,False,True,False,105,35,70,105,140,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,579,candidate-000079,79,1.0,True,False,False,102,35,67,102,137,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,700,candidate-000090,90,1.0,False,True,False,107,18,89,107,125,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,821,candidate-000099,99,0.7085671533103772,False,True,False,103,22,81,103,125,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,859,candidate-000100,100,0.40393936310810474,False,True,False,108,55,53,108,163,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,781,candidate-000102,102,0.22903946604369274,False,True,False,106,25,81,106,131,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,778,candidate-000103,103,1.0,False,True,False,103,45,58,103,148,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,740,candidate-000112,112,1.0,False,True,False,106,26,80,106,132,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,899,candidate-000123,123,1.0,False,True,False,104,60,44,104,164,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,777,candidate-000131,131,1.0,False,True,False,109,62,47,109,171,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,898,candidate-000132,132,1.0,False,True,False,102,61,41,102,163,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,817,candidate-000134,134,1.0,False,True,False,106,62,44,106,168,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,858,candidate-000137,137,1.0,False,True,False,109,64,45,109,173,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,1,False,False,857,candidate-000138,138,1.0,False,True,False,109,63,46,109,172,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,True,582,candidate-000000,0,1.0,True,False,False,108,0,13,13,13,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,542,candidate-000002,2,1.0,True,False,False,106,0,10,10,10,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,541,candidate-000003,3,1.0,True,False,False,108,0,11,11,11,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,501,candidate-000008,8,1.0,False,True,False,107,0,12,12,12,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,621,candidate-000009,9,1.0,False,True,False,107,0,14,14,14,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,True,False,500,candidate-000011,11,1.0,True,False,False,102,0,10,10,10,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,702,candidate-000021,21,1.0,False,True,False,108,0,15,15,15,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,703,candidate-000027,27,0.9175902824657944,False,True,False,107,0,13,13,13,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,743,candidate-000028,28,0.7085671529307733,False,True,False,103,0,10,10,10,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,499,candidate-000033,33,1.0,True,False,False,107,0,22,22,22,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,662,candidate-000035,35,0.4153409514348372,False,True,False,107,0,15,15,15,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,783,candidate-000036,36,0.7085671570774528,False,True,False,106,0,13,13,13,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,620,candidate-000037,37,1.0,False,True,False,104,0,17,17,17,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,539,candidate-000041,41,1.0,False,True,False,107,0,23,23,23,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,820,candidate-000054,54,1.0,False,True,False,104,0,42,42,42,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,661,candidate-000057,57,0.5745518358030628,False,True,False,104,0,17,17,17,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,782,candidate-000061,61,0.7085671533237274,False,True,False,107,0,24,24,24,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,860,candidate-000064,64,1.0,False,True,False,104,0,51,51,51,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,780,candidate-000067,67,1.0,False,True,False,108,0,43,43,43,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,701,candidate-000070,70,1.0,False,True,False,106,0,19,19,19,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,822,candidate-000071,71,0.7085671529404722,False,True,False,108,0,27,27,27,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,779,candidate-000072,72,1.0,False,True,False,108,0,43,43,43,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,660,candidate-000075,75,1.0,False,True,False,107,0,24,24,24,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,619,candidate-000078,78,1.0,False,True,False,105,0,35,35,35,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,579,candidate-000079,79,1.0,True,False,False,102,0,35,35,35,False,True
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,700,candidate-000090,90,1.0,False,True,False,107,0,26,26,26,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,821,candidate-000099,99,0.7085671533103772,False,True,False,103,0,30,30,30,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,859,candidate-000100,100,0.40393936310810474,False,True,False,108,0,63,63,63,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,781,candidate-000102,102,0.22903946604369274,False,True,False,106,0,33,33,33,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,778,candidate-000103,103,1.0,False,True,False,103,0,52,52,52,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,740,candidate-000112,112,1.0,False,True,False,106,0,34,34,34,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,899,candidate-000123,123,1.0,False,True,False,104,0,67,67,67,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,777,candidate-000131,131,1.0,False,True,False,109,0,69,69,69,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,898,candidate-000132,132,1.0,False,True,False,102,0,67,67,67,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,817,candidate-000134,134,1.0,False,True,False,106,0,69,69,69,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,858,candidate-000137,137,1.0,False,True,False,109,0,71,71,71,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,2,False,False,857,candidate-000138,138,1.0,False,True,False,109,0,71,71,71,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,True,582,candidate-000000,0,1.0,True,False,False,108,0,0,0,0,True,True
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,542,candidate-000002,2,1.0,True,False,False,106,0,0,0,0,True,True
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,541,candidate-000003,3,1.0,True,False,False,108,0,0,0,0,True,True
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,501,candidate-000008,8,1.0,False,True,False,107,0,0,0,0,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,621,candidate-000009,9,1.0,False,True,False,107,0,2,2,2,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,True,False,500,candidate-000011,11,1.0,True,False,False,102,0,0,0,0,True,True
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,702,candidate-000021,21,1.0,False,True,False,108,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,703,candidate-000027,27,0.9175902824657944,False,True,False,107,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,743,candidate-000028,28,0.7085671529307733,False,True,False,103,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,499,candidate-000033,33,1.0,True,False,False,107,0,0,0,0,True,True
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,662,candidate-000035,35,0.4153409514348372,False,True,False,107,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,783,candidate-000036,36,0.7085671570774528,False,True,False,106,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,620,candidate-000037,37,1.0,False,True,False,104,0,3,3,3,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,539,candidate-000041,41,1.0,False,True,False,107,0,0,0,0,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,820,candidate-000054,54,1.0,False,True,False,104,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,661,candidate-000057,57,0.5745518358030628,False,True,False,104,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,782,candidate-000061,61,0.7085671533237274,False,True,False,107,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,860,candidate-000064,64,1.0,False,True,False,104,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,780,candidate-000067,67,1.0,False,True,False,108,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,701,candidate-000070,70,1.0,False,True,False,106,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,822,candidate-000071,71,0.7085671529404722,False,True,False,108,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,779,candidate-000072,72,1.0,False,True,False,108,0,5,5,5,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,660,candidate-000075,75,1.0,False,True,False,107,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,619,candidate-000078,78,1.0,False,True,False,105,0,0,0,0,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,579,candidate-000079,79,1.0,True,False,False,102,0,0,0,0,True,True
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,700,candidate-000090,90,1.0,False,True,False,107,0,6,6,6,False,False
15,eval-moderate-023,generic,moderate,primary,True,False,3,False,False,821,candidate-000099,99,0.7085671533103772,False,True,False,103,0,6,6,6,False,False
